signal_id,dimension,time_series
572,5890,[-2.0722106 -1.9785707 -1.9119452 ... -3.6663363 -3.77266   -3.780763 ]
573,3842,[-3.8392398 -4.0324283 -4.3752    ...  4.249635   4.172004   4.211128 ]
574,6398,"[ -2.1853628  -2.1879013  -2.0667636 ... -16.028353  -15.825667
 -15.700344 ]"
575,3711,"[-15.536678   -15.516155   -15.496692   ...  -0.7607876   -0.6639324
  -0.49228474]"
576,8061,"[-0.31369996 -0.3280451  -0.43902352 ... 12.350094   12.178367
 12.050086  ]"
577,5882,[-1.5389451 -2.3516827 -3.1268969 ...  9.619791   9.006967   8.65086  ]
578,6275,[ 6.9073143  6.879729   6.7972236 ... 14.920648  15.346776  15.299339 ]
579,8069,[6.9073143 6.879729  6.7972236 ... 3.7661488 3.2286994 2.6394007]
580,8577,[2.3574064 2.195863  2.1677856 ... 1.7482376 1.533101  2.4497771]
581,5627,[2.698693  2.541364  2.545249  ... 4.5700917 4.415558  6.1634226]
582,6529,"[ 5.832989    5.862555    6.065401   ... -0.55732805 -0.69304675
 -0.670338  ]"
583,3973,[ 3.5413084  3.580195   3.4642777 ... -0.9683451 -1.0951836 -1.8413414]
584,7168,"[  4.059178    4.0218062   3.9749634 ... -21.82945   -20.652855
 -19.802351 ]"
585,7168,[2.244148  2.5179367 2.5359232 ... 5.1096697 5.1067724 5.0988975]
586,6660,"[-11.5150175 -12.4805355 -13.485426  ...  -4.496874   -4.468781
  -4.3454103]"
587,6275,[ 1.2416934  1.2853305  1.3575561 ... -4.0739646 -3.8681037 -3.2453644]
588,7037,"[-2.079381   -2.5188468  -2.8445332  ... -0.21852402 -0.01976582
  0.01833624]"
589,7299,[-2.5894034 -1.5809419 -0.2882691 ... -7.1809797 -6.721611  -6.878541 ]
590,3588,"[  1.1277517    0.74199426   1.0610852  ... -12.114818   -12.069115
 -11.825875  ]"
591,4604,[0.79756796 0.9741165  0.6910939  ... 2.4119525  2.3350012  3.3359213 ]
592,5505,"[-0.6385984  -0.2711024  -0.22076428 ... -2.0672717  -1.7690202
 -1.470986  ]"
593,3973,"[-0.00270355  0.06730895  0.15134573 ... -1.9611882  -2.0801165
 -2.1962783 ]"
594,5636,[-4.0151978 -4.0193324 -4.0244226 ... -2.084864  -2.223007  -2.3424163]
595,3457,"[ -2.6145701  -2.385423   -2.1499312 ... -10.424794  -10.420877
 -10.32117  ]"
596,6013,"[-10.199419  -10.163012  -10.165202  ...  -3.5098393  -3.5464108
  -3.5283408]"
597,4735,[-6.5897093 -6.489305  -6.185328  ...  2.7665799  3.1764507  3.4713764]
598,7815,"[ 0.02280628  0.09351669  0.10419763 ... -1.1598359  -1.1043601
 -1.0627025 ]"
599,7168,[-2.373864  -2.099581  -1.7977518 ... -1.9496647 -2.056609  -2.189307 ]
600,3457,"[-0.20049736 -0.21713236 -0.1899655  ...  4.301469    4.1619124
  4.0232    ]"
601,5374,[ 4.8781066  4.8616095  4.8543377 ... -7.937656  -7.8876038 -7.8713026]
602,8061,[-7.9563017 -7.941862  -7.847283  ... -6.681534  -6.6155076 -6.4982896]
603,6013,[25.001179  24.783245  24.390238  ... -6.681534  -6.6155076 -6.4982896]
604,7553,[-6.4057693 -6.272579  -6.027369  ... -1.4558357 -1.3339759 -1.2358334]
605,3449,"[-11.423733  -11.910901  -12.467577  ...  -2.9501035  -3.0305247
  -3.3063078]"
606,8446,[-28.28666  -28.515587 -28.67508  ...  15.440867  15.393539  15.273996]
607,4734,[ 1.0411885  1.0295131  1.1796281 ... 16.70381   16.564096  16.390518 ]
608,5120,[16.224028 16.082823 15.837838 ... -8.22694  -8.255534 -8.379485]
609,8446,[16.224028  16.082823  15.837838  ...  2.847007   1.8409555  0.7212067]
610,8192,[-6.8221507 -6.184026  -5.514104  ...  6.00355    5.6698585  5.3841867]
611,8708,"[  0.45609164   0.28344807   0.16772957 ... -14.366195   -14.8397455
 -15.316116  ]"
612,5120,[-6.2808843 -6.1198573 -5.678632  ... -0.8363612 -4.7508154 -6.238983 ]
613,4350,[-6.7680945 -6.787043  -6.55303   ... -2.7315187 -2.1029177 -1.4360031]
614,7430,[-4.9365315 -4.9452343 -5.024952  ... 12.179138  12.317068  12.379959 ]
615,6144,"[ -2.8918748  -3.8306537  -4.4030657 ... -21.222303  -21.751339
 -21.895216 ]"
616,8323,[-2.8918748 -3.8306537 -4.4030657 ... -1.2268037 -1.3833245 -1.4235711]
617,4350,"[-1.445803   -1.1788713  -0.98373026 ...  2.996108    2.971696
  2.9444656 ]"
618,6398,"[  2.8965058   2.846957    2.7756662 ...  -9.727537   -9.904518
 -10.427366 ]"
619,7938,"[-16.670479   -17.350199   -18.00294    ...   0.22754705   0.2858417
   0.3571248 ]"
620,7045,[-11.136126 -11.867202 -12.473714 ... -11.605367 -11.798352 -11.994421]
621,4350,"[-15.981443   -15.837279   -15.691798   ...   0.11071529  -0.03526277
  -0.14700183]"
622,9085,[-1.2266827 -1.191257  -1.1433213 ... -3.6831634 -3.67174   -3.6696105]
623,7545,[-8.399686  -8.160962  -7.986235  ... -3.1456635 -3.146089  -3.115581 ]
624,3965,"[ 0.02447995  0.1982662   0.31260297 ... -0.7021664  -0.6339593
 -0.6711099 ]"
625,3580,"[ 0.8247363   1.6938442   0.06002017 ...  0.54796517 -1.0431889
 -1.9950984 ]"
626,7684,"[ 3.6069717e-02 -5.3781655e-04  1.3289481e-01 ... -1.5128408e+01
 -1.5090117e+01 -1.5002668e+01]"
627,5759,"[-14.917961  -14.934857  -14.9200535 ...   9.200759    8.9318075
   8.627021 ]"
628,8446,"[-14.917961  -14.934857  -14.9200535 ...   6.844011    7.065801
   7.0820174]"
629,7168,[9.531052   9.569858   9.58105    ... 0.9551492  0.895947   0.80266184]
630,7807,"[  3.473169    3.5301182   3.3815358 ... -10.858843  -10.983278
 -10.972796 ]"
631,5373,[ 3.1270628  3.0967011  2.9868505 ... -3.0595303 -1.8785267 -1.1762041]
632,3457,"[ -1.1851029  -1.2183052  -1.2135606 ... -10.75621    -4.547049
  -1.1909006]"
633,4988,[-1.7076687 -4.5358047 -6.9807315 ...  3.619934   3.2066646  2.8938076]
634,5759,[2.4808617 1.919442  1.1958971 ... 5.1990986 4.8095546 4.488995 ]
635,8831,[ 2.4808617  1.919442   1.1958971 ... -7.2392497 -7.403775  -7.600115 ]
636,5505,[ 8.490037  8.160772  7.912549 ... -9.192323 -9.016493 -8.825687]
637,5251,[3.977749  4.11066   4.078134  ... 3.327548  2.719188  1.3839881]
638,3580,"[-1.2388765  -2.895446   -2.101602   ...  0.98029727  0.50525105
  0.12991571]"
639,5374,[10.057298  10.167243  10.241579  ...  3.6656559  4.3288054  3.5791306]
640,9863,"[-9.226565   -9.088233   -8.395693   ... -0.3338714  -0.5485589
 -0.62339115]"
641,7545,"[ 5.1361585   5.2996225   5.3940067  ... -0.04358045  1.2415682
  1.7477088 ]"
642,4350,[ 7.31348    6.653436   6.6636496 ... -6.348657  -6.6773653 -7.0271034]
643,3334,[-7.3910627 -7.6238832 -7.70832   ... 25.85768   25.237045  25.30202  ]
644,4989,[ 24.957796  23.94322   23.247551 ... -20.132433 -20.554075 -20.016216]
645,9085,[36.213768 36.496937 36.720257 ...  8.958158  8.799427  8.552752]
646,8962,[26.522383  26.298313  25.86792   ... -5.97947   -5.6831503 -5.6939497]
647,5882,[-3.037915  -3.3969295 -3.5760283 ... 18.877333  18.823011  18.561607 ]
648,8192,[ 8.36216   8.20625   8.649791 ... 10.679524 10.37328  10.123816]
649,10117,[-5.785752  -5.68252   -5.436165  ... -6.19551   -5.7592187 -5.3335032]
650,9216,[ 7.0038567  7.9319444  8.524283  ... -6.724744  -6.64568   -6.603515 ]
651,4096,"[ -6.6337814  -6.674068   -6.710699  ... -24.683826  -24.765228
 -24.592632 ]"
652,8953,[-24.329285 -24.443615 -24.86381  ... -23.4786   -22.33351  -21.72053 ]
653,6905,[ -8.020717  -8.033408  -8.126904 ... -13.3898   -13.459287 -13.57999 ]
654,5767,[-13.493101 -13.423197 -13.372684 ... -21.1825   -21.357143 -21.56179 ]
655,8454,"[-13.493101  -13.423197  -13.372684  ...  -2.6359856  -1.8193611
  -0.9691311]"
656,7938,[-26.636284 -26.950209 -26.900484 ...  47.25695   46.737907  46.234528]
657,4997,[-4.4023256 -4.3559785 -4.4074116 ... -9.3813505 -9.48705   -9.483108 ]
658,8577,"[  7.741796    7.7023897   7.7230597 ... -16.344679  -15.900683
 -15.091506 ]"
659,7938,[-3.2979155 -3.491746  -3.66146   ... 10.85119   10.723054  10.116277 ]
660,7930,"[-13.897117  -12.484402  -10.901907  ...   1.1788753   3.3432028
   3.8847082]"
661,7290,"[-1.9102273  -1.9387671  -1.9585762  ...  0.00478813  0.01306707
 -0.00209603]"
662,4866,"[-0.19833085 -0.3419546  -0.6229662  ...  4.3397946   3.607727
  3.1405997 ]"
663,5759,"[ 3.0080235   3.3508494   3.8007276  ...  0.34396586  0.22039081
 -0.09782641]"
664,5120,[ 5.043229   4.9322305  4.930797  ... -2.9111116 -2.790214  -2.9885044]
665,4997,"[-0.20671247 -0.12056811  0.04638598 ... -4.075275   -4.069534
 -4.037242  ]"
666,8577,[-4.666587  -4.6888204 -4.687407  ... 11.151779  11.162397  11.145527 ]
667,5251,[11.326831  10.958636  11.165135  ... -6.988252  -6.9439363 -6.8898664]
668,8577,[ 8.275167   8.011357   7.8161254 ... -4.021778  -3.6168368 -3.5182111]
669,7675,[3.180967  3.2034867 3.320516  ... 3.4451303 3.2632775 3.28653  ]
670,5120,"[ 2.5194607   2.7749178   3.0397696  ... -1.0070564  -0.5108449
  0.05047461]"
671,5120,[-3.8874807 -3.893679  -3.7974675 ... -0.7149788 -2.0454483 -2.8548083]
672,5243,[-3.7228587 -2.206599  -0.6987894 ... -4.00101   -3.1504688 -2.8180501]
673,4866,[1.2576393 2.2633722 3.1585338 ... 6.182872  5.8744383 5.3037086]
674,8069,"[  1.2576393   2.2633722   3.1585338 ... -12.740442  -13.711932
 -14.594557 ]"
675,7037,[22.5588    22.95051   22.93685   ... -4.468423  -4.3084383 -4.4180946]
676,8569,[-14.508125 -13.929607 -14.555834 ...  35.125347  34.56099   34.189114]
677,6529,[-7.596217 -8.485074 -8.451393 ... 18.819025 19.832027 20.41091 ]
678,5505,"[-0.4960088  -0.6984092  -0.4101744  ... -0.09973527  0.53978765
  1.140252  ]"
679,6144,"[-2.882736   -3.0540855  -3.2525232  ...  0.25823972 -0.40000495
 -1.1344876 ]"
680,6013,"[-3.4675086  -3.525818   -3.6598418  ... -1.8489251  -1.135533
 -0.99541235]"
681,5374,"[-0.18962629  0.5792375  -0.19413616 ...  8.057302    2.0833485
 -6.434563  ]"
682,7168,[14.171149  14.300388  14.200056  ... -4.980111  -5.6058426 -5.921794 ]
683,7037,"[-0.8278766  -0.6961025   0.89890873 ... -1.2906245  -2.5029993
 -2.8074    ]"
684,7553,[-1.1285697 -0.8615803 -0.8624337 ... 18.464529  17.075954  17.359015 ]
685,5251,"[-24.711317   -24.255484   -24.725239   ...  -4.7013617   -0.06268546
   5.643385  ]"
686,8445,"[-3.2531981  -3.2382507  -3.0986392  ... -0.65920496 -0.3794011
 -0.329625  ]"
687,7815,"[ 5.074478    5.420825    5.3658643  ... -0.79555994 -0.08806838
  1.249778  ]"
688,8962,[ 1.8400213  2.5844898  3.1671278 ... -4.755506  -4.064257  -3.5057287]
689,7168,[-1.4786006 -1.4282674 -1.5902882 ... -2.266832  -2.2659822 -2.224814 ]
690,6783,"[-2.4195037  -0.6507833   0.21297303 ...  6.755159    6.470779
  6.3780494 ]"
691,8708,"[  5.359364    5.0941386   4.70003   ...  -4.1916485  -7.895616
 -10.082109 ]"
692,4735,"[-0.70525926 -0.96331483 -1.3367919  ...  2.9567666   4.002498
  6.8112864 ]"
693,7299,"[  2.4924958   3.6731892   4.3358693 ... -12.609852  -12.360672
 -12.14109  ]"
694,8446,[ 8.922518   9.076825   9.716294  ... -2.8012693 -3.267207  -3.561038 ]
695,9986,[-0.7081261 -1.1600676 -1.5999898 ...  1.6203924  2.1429324  2.6305342]
696,8192,[ 5.722335   5.049189   3.9153876 ... -1.2950826 -1.6162173 -1.8717699]
697,3072,"[ 2.1303802   2.089813    2.531337   ...  0.09612194 -0.05072138
  0.586346  ]"
698,5636,[2.4301946  1.0546618  0.62100327 ... 2.8391933  4.6995635  1.5475311 ]
699,3965,[-4.982338  -2.976028   3.0618596 ... -1.0683595 -1.777699  -2.0957415]
700,5251,"[-1.1831443  -0.6192103  -3.1547902  ...  2.1714377   0.09344083
  1.1628453 ]"
701,7684,"[-1.1749806  -0.24875501 -1.7408514  ... -2.181799    3.6167994
  9.409504  ]"
702,8192,[ 22.35478   23.82826   19.827799 ... -27.460957 -26.540956 -23.411495]
703,6660,[-2.5798647 -2.252985  -2.0391955 ...  6.7488527  3.345213   2.6386442]
704,2941,[-20.424227 -19.49683  -21.383572 ...   7.48337    7.371387   7.261188]
705,7299,[-20.424227 -19.49683  -21.383572 ...   6.359392   9.569587   8.456036]
706,5890,[ 1.868758   1.398888   1.3334581 ... -7.8346043 -7.8371058 -7.0635676]
707,5890,[9.36198   9.365038  9.16496   ... 4.154318  4.713196  4.3999844]
708,3711,[-5.714984  -5.8651624 -6.3636885 ...  1.8165535  1.4921224  2.0970242]
709,6652,"[-0.33328417  0.6355686  -0.6602058  ... -0.6107875  -1.2254214
 -0.25271517]"
710,5374,"[-0.17623395 -0.11098322 -0.11000234 ...  0.61669815  1.1685609
  0.23389708]"
711,4858,"[-0.2912123  -0.4644929  -0.42560247 ... -3.9628615  -1.5550659
  0.3450134 ]"
712,3711,"[-0.24547425  0.42251158  0.21400051 ... -6.014184   -6.092814
 -6.183992  ]"
713,6782,[ -9.232956 -10.589662  -9.580805 ...  12.849988  11.31608   11.10646 ]
714,6529,[-5.9918346 -6.2039394 -6.6959815 ... -2.1271935 -2.3093147 -2.2789195]
715,3580,"[ 2.9834623   4.370386    4.7754116  ...  0.52183515  1.3695127
 -0.04289518]"
716,5243,"[  5.939626    5.5235915   5.8364587 ... -15.940699  -14.80028
  -8.051864 ]"
717,7168,"[ 5.939626    5.5235915   5.8364587  ... -0.42476395  2.2993615
  1.1584378 ]"
718,6398,"[-0.04771388  2.950779    2.295623   ...  1.536766    1.377168
  0.8697685 ]"
719,7299,[-3.2256665 -2.8056326 -2.3621862 ... -1.4140961 -1.7721871 -2.353048 ]
720,7553,"[ -0.09320373  -1.0124583   -0.50174075 ... -22.95723    -22.882084
 -23.391663  ]"
721,9216,[ 3.6295307  2.820372   1.8300892 ... -7.256265  -7.9655156 -8.429171 ]
722,5504,[13.9206085 13.852006  14.297931  ... 12.777389  11.847919  10.298874 ]
723,5758,"[-25.000542  -27.764608  -30.053755  ...   3.2771647   1.0783995
  -2.0343451]"
724,4350,[8.640201  8.5583    7.512731  ... 6.207364  6.5703974 3.238551 ]
725,4481,"[-12.848234  -10.42174    -3.2320163 ...   4.875727    4.842717
   4.8060746]"
726,3072,"[-0.13435401 -1.6164703  -3.8856325  ... -2.3590903  -2.120262
 -2.4725964 ]"
727,6406,"[ -0.36628258   0.26196206   1.7114397  ...  -7.627105    -9.502294
 -11.537807  ]"
728,6398,[4.965302   4.8612227  5.056301   ... 0.6357628  0.66472304 0.6193436 ]
729,8708,"[ 6.114235    6.197088    6.379612   ...  0.50250274 -1.0587727
 -1.6961528 ]"
730,9601,[-5.4118423 -5.550376  -6.1472282 ...  4.444872   5.005733   6.0817666]
731,7553,[-4.9735456 -3.0896091 -3.3553169 ... -1.5735781 -1.5860796 -1.9600586]
732,2818,[ 2.1393096  2.3550644  2.201597  ... -5.214042  -5.4329443 -5.6480103]
733,4219,[-6.3114195 -6.887693  -7.4244595 ...  4.967336   4.7556295  4.4778943]
734,6267,[-5.9088473 -7.4052014 -8.690875  ... -3.0473473 -3.3252943 -3.1176672]
735,5505,[-7.9418917 -7.980637  -8.171211  ... -1.2069763 -1.5155122 -2.2124166]
736,6528,[35.187138  35.70725   36.949276  ... -2.5639596 -2.818847  -3.4686315]
737,8577,[-6.9765854 -5.726112  -5.145142  ... -2.1652818 -0.9916865  1.1516023]
738,6398,"[-13.535026  -11.7133255  -8.146968  ...   3.0588264   4.2949424
   5.262712 ]"
739,6914,"[ -6.9796534  -9.247593  -11.3983965 ...   3.9734027  -3.5624406
  -9.225738 ]"
740,4858,"[ 0.48993734 -2.0054498  -3.9574738  ...  2.7410367   1.4623392
 -5.163193  ]"
741,2687,[-7.914128  -7.359181  -7.122536  ... -4.2016215 -4.176215  -4.063582 ]
742,3448,[-2.619162  -2.803361  -2.9609387 ... -2.399273  -2.8643181 -3.3505113]
743,7299,[1.3246385  1.8986105  0.82868695 ... 0.463889   1.0139465  1.2891582 ]
744,7684,"[ 4.4455633   5.297691    4.9575963  ... -0.62223876 -4.5016603
 -6.571492  ]"
745,5890,[ 1.8059466  2.5391831  5.3147397 ... -1.3210642 -1.018849   1.7729865]
746,3711,"[ 0.4178125   1.2120012  -0.13152748 ...  1.3024908   0.63862354
 -1.3449502 ]"
747,5243,[8.775712  8.769526  9.318211  ... 1.7422904 0.7607014 1.4285179]
748,7938,"[ -3.2589808  -3.5804145  -3.845682  ... -14.466972  -11.644389
 -11.051597 ]"
749,8315,[12.4821205 12.764358  13.405738  ... -5.252027  -6.0233173 -5.467129 ]
750,4866,"[-4.721842   -4.3787594  -4.173219   ...  0.8690076  -0.8442356
 -0.15443273]"
751,3457,"[-2.938987   -4.5824437  -5.4473085  ... -0.13743612 -2.72709
 -3.002003  ]"
752,7938,"[ 0.73888576  2.4848354   2.3637774  ... -2.1663225   2.3103533
  2.935992  ]"
753,5759,"[ -1.017241   -1.2040488   2.2300835 ... -17.041845  -12.405413
 -11.473563 ]"
754,4096,"[-14.466473   -13.990468   -17.412912   ...  -0.47426942  -1.1770967
   0.03469987]"
755,2941,[-6.047144  -4.840989  -4.6013923 ... -3.1434648 -3.0409431 -3.5667293]
756,8315,"[ -1.4870353  -1.504137   -1.972681  ... -16.118965  -17.619389
 -18.137169 ]"
757,9216,[-2.1821332 -1.6896176 -1.8806771 ... 25.342916  24.622606  25.218987 ]
758,8953,[88.88186  88.33821  87.258705 ... 39.561264 39.544796 39.386112]
759,8191,[-18.031998 -17.569117 -17.095737 ... -24.552067 -26.227726 -28.269375]
760,5505,[38.6023    38.083656  38.60701   ... -7.4322343 -6.0959206 -4.525912 ]
761,4735,"[-29.402262  -29.606503  -29.782106  ...  -4.109345   -3.9463706
  -3.8711777]"
762,7807,[-29.402262 -29.606503 -29.782106 ... -52.679115 -51.638557 -51.61509 ]
763,4358,[-3.2959948 -3.5625508 -4.824863  ...  9.952351   9.987296  10.36918  ]
764,5759,[  9.758356   9.575152   9.860918 ... -16.341917 -17.265831 -17.572453]
765,7553,[ 9.758356  9.575152  9.860918 ... 21.834555 22.377762 24.525862]
766,8577,[-10.939572 -11.148056 -11.608997 ...  20.74782   20.35302   20.448914]
767,6783,"[ -3.7500327  -3.7127743  -3.610502  ... -35.665348  -35.26946
 -34.803425 ]"
768,2949,[-28.734482 -28.45312  -28.188213 ...  44.21222   44.11138   44.07697 ]
769,7168,[21.38088  21.666735 22.181938 ... 26.018766 26.558226 27.03077 ]
770,7553,"[-15.938719   -16.73665    -17.452587   ...  -0.02727987  -0.23503311
  -0.27990443]"
771,3834,"[-0.69372827 -1.2969824  -1.8792917  ...  7.5113173   7.790893
  8.09692   ]"
772,5251,[ 2.8189595  3.1067033  4.061642  ... -5.0904055 -5.265468  -5.2929497]
773,5251,[ 2.8189595  3.1067033  4.061642  ... -5.0904055 -5.265468  -5.2929497]
774,7553,"[ -5.2245083  -5.1983666  -4.966158  ... -17.523422  -17.56069
 -18.348227 ]"
775,4866,[-11.755371 -11.78555  -11.859865 ... -17.523422 -17.56069  -18.348227]
776,6406,"[-12.607869   -9.588301   -6.6293645 ...  -2.1008902  -2.0835395
  -2.1073267]"
777,2818,[-0.7056571 -1.583968  -2.342082  ... -1.165765  -1.0089947 -1.624864 ]
778,4481,"[ 1.9756742   1.8133892   1.5145057  ... -0.94393057 -1.325034
 -1.3453962 ]"
779,7930,[-1.3772174 -1.5272372 -1.5877316 ...  2.2798545  2.7181485  1.7529259]
780,8700,[-1.3772174 -1.5272372 -1.5877316 ...  6.3008075  5.5757427  5.099805 ]
781,2818,"[-0.18856838  0.37095964  1.7119209  ... -3.127465   -3.1681046
 -2.9973392 ]"
782,3072,[-2.8117847 -2.500787  -2.1914418 ...  6.8333726  6.7310004  6.1857142]
783,8061,[5.592189   4.719551   2.6954255  ... 0.523584   0.9249304  0.87864906]
784,8061,[-15.238048 -14.64476  -14.005236 ... -10.214995  -9.862979  -9.248902]
785,2818,[-4.6734276 -4.2345467 -3.6029813 ... -4.67832   -4.069408  -4.043784 ]
786,5505,"[ -4.3071203  -4.404373   -3.7236178 ... -16.217659  -14.77167
  -8.110348 ]"
787,5627,[-1.9709672  1.3513124  1.6534997 ...  2.0508757  1.9850286  2.4932973]
788,3842,[ 2.6257236  2.5505195  2.0623624 ... 16.586653  16.097336  16.563889 ]
789,4997,[15.394291  15.788199  13.884067  ...  3.3648067  3.8155813  3.9643867]
790,4866,[16.573938  16.557722  16.050192  ...  3.3648067  3.8155813  3.9643867]
791,6660,[1.0947597  0.49382362 0.4364093  ... 4.4729867  4.0660233  3.574633  ]
792,3203,"[-3.5433776  -3.574416   -3.6800237  ... -0.22876322 -0.18758509
 -0.09402148]"
793,3325,[ 2.861971   2.5953317  2.2953951 ... 15.524977  17.553774  16.994076 ]
794,8068,"[  2.0436554   1.9334348   1.9235983 ... -23.888832  -24.010298
 -23.796097 ]"
795,7045,[15.698635 14.848412 14.48184  ... 18.25274  18.037472 17.881483]
796,8446,"[-1.5568659  -1.0910137  -0.68600285 ... -6.802481   -6.4050193
 -6.4952006 ]"
797,7422,[6.0661173 6.3424525 6.7096896 ... 6.438026  6.418798  6.5155163]
798,3326,[ 6.820285   6.907523   6.6487265 ... -3.1285226 -3.611968  -3.9934657]
799,8192,[6.820285  6.907523  6.6487265 ... 5.409427  5.6712284 5.4550567]
800,6275,[4.967245  4.51936   4.1437945 ... 1.6168051 1.8808411 1.8369331]
801,8708,"[  4.967245    4.51936     4.1437945 ... -13.555132  -14.617912
 -16.5891   ]"
802,5120,[ 2.1827962  3.3210576  4.2757006 ... -5.953015  -6.3039412 -6.5773354]
803,4997,[2.1588004 2.074193  2.026101  ... 3.632819  3.2482917 2.9072948]
804,2949,"[-0.83702546 -1.4911104  -2.2824478  ...  3.632819    3.2482917
  2.9072948 ]"
805,5627,[ 3.2367432  3.5057955  3.5726137 ... -6.1786466 -6.312078  -6.15517  ]
806,7807,[3.2367432 3.5057955 3.5726137 ... 1.6599443 1.1046182 0.9761289]
807,8576,[ 0.9989768  2.4672608  4.8174634 ... 10.732224  10.401734  10.3786745]
808,5504,[-2.9120286 -5.3611627 -4.7645345 ... 10.732224  10.401734  10.3786745]
809,5243,[-2.5188167 -2.7250736 -2.7475066 ... -3.9292893 -2.257459  -1.228865 ]
810,5243,[-2.5188167 -2.7250736 -2.7475066 ... -3.9292893 -2.257459  -1.228865 ]
811,3203,"[-0.43321872 -0.5470989  -0.74593824 ...  6.1051426   5.7143035
  5.5434937 ]"
812,4481,[-1.3258696 -1.6446974 -2.287981  ... -1.5877913 -1.2397444 -0.7081854]
813,4735,[-3.089653  -3.235545  -3.108678  ... -0.7238976 -2.8777373 -1.6710908]
814,4866,"[-0.34636736 -0.99590623 -1.2815182  ...  4.6809273   4.6278605
  4.380384  ]"
815,8061,[ 4.039593   3.4743092  2.8212647 ... -3.5225182 -4.0106277 -4.0137753]
816,6398,[-3.6552722 -5.149396  -2.8274946 ...  4.5736547  4.762275   4.928584 ]
817,8445,[-12.770942 -10.572674 -11.452716 ...  16.916433  15.89106   14.965056]
818,9469,[-2.3664198 -1.9145807 -1.5633202 ... -4.1618257 -3.977735  -3.7326412]
819,7168,"[-1.2858856  -0.5187758   0.25738686 ...  1.2386193   1.616902
  1.5381379 ]"
820,4989,[12.777573 13.064394 13.562201 ...  7.517661  7.771656  7.82213 ]
821,6275,[7.6235876 7.023951  6.8149595 ... 7.163485  6.9521728 7.23676  ]
822,4989,[ 7.6000166  7.759586   7.992116  ... 11.06447   10.515892  10.520442 ]
823,6398,"[ 3.968195    3.3327131   3.5481768  ...  1.001035   -0.29039785
 -0.4109667 ]"
824,7684,[11.97731    9.74093    7.791241  ...  6.6716585  5.893297   3.6159487]
825,8061,"[-0.6712126   0.50319594  1.3041248  ...  2.6036282   2.2487972
  2.1804543 ]"
826,8831,[ 3.020344   4.2295947  4.1311555 ... -7.339547  -7.3779283 -7.260433 ]
827,4997,"[-0.37978378 -0.25410357 -0.06472887 ...  6.1153855   6.7557797
  7.1623764 ]"
828,4612,"[ 1.5885164   0.94016194  0.14373504 ...  0.33075005 -0.6505379
 -0.18307918]"
829,3834,"[ 0.25517136  0.2416866   0.37150043 ... -0.4894426  -0.03682257
 -0.14921927]"
830,5120,[ 1.1108474  1.3977857  2.7765315 ... -1.7352222 -1.656511  -2.0172458]
831,7037,[2.9641025 2.9109285 3.0806108 ... 1.505911  1.4852353 1.421324 ]
832,7807,"[ 0.6298619   0.42570776 -0.72922385 ...  0.23929965  0.21561551
  0.22429836]"
833,5505,[2.769996  2.798477  2.7427244 ... 9.7231655 9.618866  9.456856 ]
834,3964,[-1.3140017 -1.2977027 -1.2482941 ... 12.2143345 12.076332  11.997611 ]
835,3711,"[-0.12839442  0.06649131  0.01620729 ...  3.7776246   3.8807817
  3.9552758 ]"
836,4096,"[ 0.3284668  -0.08688231 -0.57324404 ... 11.1486435  11.27338
 11.230327  ]"
837,6529,"[-0.576256   -0.6626941  -0.72831416 ...  2.1174893   2.2281473
  2.261079  ]"
838,4866,"[ 2.6725533   2.7394364   2.763175   ... -0.09629919  0.10743438
  0.3321197 ]"
839,5120,[ 4.9124184  4.977355   5.0568976 ... -3.0839071 -3.203385  -3.3499353]
840,3580,"[-0.71018034 -0.74362296 -0.8350102  ...  2.394041    2.4569457
  2.5930042 ]"
841,6521,"[-0.5734854  -0.52415895 -0.4738421  ...  0.8558021   0.418073
  0.7456905 ]"
842,7422,[-2.9463043 -2.9391272 -3.0025668 ...  4.9486513  4.8432035  4.7811193]
843,7422,[-3.179767  -3.0791502 -3.0736597 ...  1.6346182  2.0819006  2.6275747]
844,6144,[15.301265  14.161061  13.679816  ...  4.6511197  4.7687073  2.9696798]
845,4989,[ 1.3740516  2.150433   4.1014647 ... -6.5611396 -6.232323  -6.1270456]
846,4989,[ 1.3740516  2.150433   4.1014647 ... -6.5611396 -6.232323  -6.1270456]
847,5759,[3.8562598 3.8528879 3.7770581 ... 1.5583916 1.7186359 2.010457 ]
848,6013,[-3.3857644 -3.3998542 -3.3946476 ... -1.7872477 -1.7996292 -1.7838161]
849,7168,"[-0.83017117 -0.82096875 -0.8986267  ... -2.1243947  -2.2631915
 -2.2495909 ]"
850,3711,[2.5397317 2.7772589 2.8159063 ... 2.9544325 3.1470106 3.378804 ]
851,5628,[ 3.546558   3.657703   3.701252  ... -3.0144596 -3.0337968 -3.0072312]
852,5505,"[ -0.39106134  -0.36334538  -0.41365078 ... -12.49096    -12.429868
 -12.375497  ]"
853,4096,"[-4.698267   -4.75731    -4.8496003  ...  0.05796077 -0.08153693
 -0.15510556]"
854,3457,[2.8625371 2.8202024 2.434816  ... 7.212843  7.3813815 7.496628 ]
855,7422,"[ 0.34154442 -0.13211584 -0.59764683 ... 10.070617    3.4264731
 -3.0512128 ]"
856,9347,"[ 0.6342697   0.3963691   0.12316796 ... 12.489571   12.316587
 12.110629  ]"
